cas_number,compound_name,related_cas,source_sheet
108-03-2,１－ニトロプロパン,108-03-2,R8.4時点適用対象物質及び裾切値一覧
108-05-4,酢酸ビニル,108-05-4,R8.4時点適用対象物質及び裾切値一覧
108-10-1,メチルイソブチルケトン,108-10-1,R8.4時点適用対象物質及び裾切値一覧
108-11-2,４－メチル－２－ペンタノール,108-11-2,R8.4時点適用対象物質及び裾切値一覧
108-18-9,ジイソプロピルアミン,108-18-9,R8.4時点適用対象物質及び裾切値一覧
108-20-3,イソプロピルエーテル,108-20-3,R8.4時点適用対象物質及び裾切値一覧
108-21-4,酢酸プロピル,"109-60-4,108-21-4",R8.4時点適用対象物質及び裾切値一覧
108-23-6,クロロぎ酸イソプロピル,108-23-6,R10.4追加等対象物質及び裾切値一覧
108-24-7,無水酢酸,108-24-7,R8.4時点適用対象物質及び裾切値一覧
108-30-5,無水コハク酸,108-30-5,R8.4時点適用対象物質及び裾切値一覧
108-31-6,無水マレイン酸,108-31-6,R8.4時点適用対象物質及び裾切値一覧
108-32-7,炭酸プロピレン,108-32-7,R8.4時点適用対象物質及び裾切値一覧
108-38-3,キシレン,"1330-20-7,95-47-6,108-38-3,106-42-3",R8.4時点適用対象物質及び裾切値一覧
108-39-4,クレゾール,"1319-77-3,95-48-7,108-39-4,106-44-5",R8.4時点適用対象物質及び裾切値一覧
108-41-8,３－クロロトルエン,108-41-8,R8.4時点適用対象物質及び裾切値一覧
108-42-9,メタ－クロロアニリン,108-42-9,R8.4時点適用対象物質及び裾切値一覧
108-43-0,クロロフェノール,"25167-80-0,95-57-8,108-43-0,106-48-9",R8.4時点適用対象物質及び裾切値一覧
108-44-1,トルイジン,"26915-12-8,95-53-4,108-44-1,106-49-0",R8.4時点適用対象物質及び裾切値一覧
108-45-2,フェニレンジアミン,"108-45-2,106-50-3,95-54-5",R8.4時点適用対象物質及び裾切値一覧
108-46-3,レソルシノール,108-46-3,R8.4時点適用対象物質及び裾切値一覧
108-48-5,２，６－ジメチルピリジン,108-48-5,R8.4時点適用対象物質及び裾切値一覧
108-57-6,ジビニルベンゼン,"1321-74-0,108-57-6,105-06-6",R8.4時点適用対象物質及び裾切値一覧
108-60-1,ビス（２－クロロイソプロピル）エーテル,108-60-1,R8.4時点適用対象物質及び裾切値一覧
108-62-3,２，４，６，８－テトラメチル－１，３，５，７－テトラオキソカン（別名メタアルデヒド）,108-62-3,R8.4時点適用対象物質及び裾切値一覧
108-65-6,酢酸１－メトキシ－２－プロピル,108-65-6,R8.4時点適用対象物質及び裾切値一覧
108-67-8,トリメチルベンゼン,"25551-13-7,108-67-8,95-63-6,526-73-8",R8.4時点適用対象物質及び裾切値一覧
108-68-9,３，５－キシレノール,108-68-9,R8.4時点適用対象物質及び裾切値一覧
108-69-0,キシリジン,"1300-73-8,87-59-2,95-68-1,95-78-3,87-62-7,95-64-7,108-69-0",R8.4時点適用対象物質及び裾切値一覧
108-70-3,１，３，５－トリクロロベンゼン,108-70-3,R8.4時点適用対象物質及び裾切値一覧
108-75-8,２，４，６－トリメチルピリジン,108-75-8,R8.4時点適用対象物質及び裾切値一覧
108-77-0,２，４，６－トリクロロ－１，３，５－トリアジン,108-77-0,R8.4時点適用対象物質及び裾切値一覧
108-78-1,１，３，５－トリアジン－２，４，６－トリアミン（別名メラミン）,108-78-1,R8.4時点適用対象物質及び裾切値一覧
108-82-7,２，６－ジメチルヘプタン－４－オール,108-82-7,R8.4時点適用対象物質及び裾切値一覧
108-83-8,ジイソブチルケトン,108-83-8,R8.4時点適用対象物質及び裾切値一覧
108-84-9,酢酸１，３－ジメチルブチル,108-84-9,R8.4時点適用対象物質及び裾切値一覧
108-86-1,ブロモベンゼン,108-86-1,R8.4時点適用対象物質及び裾切値一覧
108-87-2,メチルシクロヘキサン,108-87-2,R8.4時点適用対象物質及び裾切値一覧
108-88-3,トルエン,108-88-3,R8.4時点適用対象物質及び裾切値一覧
108-89-4,メチルピリジン（３－メチルピリジンを除く。）,"108-89-4,109-06-8",R8.4時点適用対象物質及び裾切値一覧
108-90-7,クロロベンゼン,108-90-7,R8.4時点適用対象物質及び裾切値一覧
108-91-8,シクロヘキシルアミン,108-91-8,R8.4時点適用対象物質及び裾切値一覧
108-93-0,シクロヘキサノール,108-93-0,R8.4時点適用対象物質及び裾切値一覧
108-94-1,シクロヘキサノン,108-94-1,R8.4時点適用対象物質及び裾切値一覧
108-95-2,フェノール,108-95-2,R8.4時点適用対象物質及び裾切値一覧
108-98-5,チオフェノール,108-98-5,R8.4時点適用対象物質及び裾切値一覧
108-99-6,３－メチルピリジン,108-99-6,R8.4時点適用対象物質及び裾切値一覧
1085-98-9,Ｎ－ジクロロフルオロメチルチオ－Ｎ’，Ｎ’－ジメチル－Ｎ－フェニルスルファミド,1085-98-9,R8.4時点適用対象物質及び裾切値一覧
109-02-4,４－メチルモルホリン,109-02-4,R8.4時点適用対象物質及び裾切値一覧
109-06-8,メチルピリジン（３－メチルピリジンを除く。）,"108-89-4,109-06-8",R8.4時点適用対象物質及び裾切値一覧
109-08-0,２－メチルピラジン,109-08-0,R8.4時点適用対象物質及び裾切値一覧
109-09-1,２－クロロピリジン,109-09-1,R8.4時点適用対象物質及び裾切値一覧
109-16-0,２，２’－エチレンジオキシジエチル＝ジメタクリラート,109-16-0,R9.4追加等対象物質及び裾切値一覧
109-21-7,酪酸ブチル,109-21-7,R8.4時点適用対象物質及び裾切値一覧
109-27-3,４－［イミノ（２－ニトロソヒドラジノ）メチル］テトラゼン－１－カルボキシミドアミド,109-27-3,R8.4時点適用対象物質及び裾切値一覧
109-52-4,ペンタン酸,109-52-4,R8.4時点適用対象物質及び裾切値一覧
109-53-5,２－メチル－１－（ビニルオキシ）プロパン,109-53-5,R8.4時点適用対象物質及び裾切値一覧
109-55-7,Ｎ，Ｎ－ジメチルプロパン－１，３－ジアミン,109-55-7,R8.4時点適用対象物質及び裾切値一覧
109-59-1,エチレングリコールモノイソプロピルエーテル,109-59-1,R8.4時点適用対象物質及び裾切値一覧
109-60-4,酢酸プロピル,"109-60-4,108-21-4",R8.4時点適用対象物質及び裾切値一覧
109-61-5,クロロぎ酸ノルマルプロピル,109-61-5,R8.4時点適用対象物質及び裾切値一覧
109-63-7,三弗化ほう素ジエチルエーテル,109-63-7,R8.4時点適用対象物質及び裾切値一覧
109-64-8,１，３－ジブロモプロパン,109-64-8,R8.4時点適用対象物質及び裾切値一覧
109-65-9,１－ブロモブタン（別名臭化ノルマル－ブチル）,109-65-9,R8.4時点適用対象物質及び裾切値一覧
109-66-0,ペンタン,109-66-0,R8.4時点適用対象物質及び裾切値一覧
109-69-3,１－クロロブタン,109-69-3,R8.4時点適用対象物質及び裾切値一覧
109-70-6,１－ブロモ－３－クロロプロパン,109-70-6,R8.4時点適用対象物質及び裾切値一覧
109-72-8,ブチルリチウム,109-72-8,R8.4時点適用対象物質及び裾切値一覧
109-73-9,ノルマル－ブチルアミン,109-73-9,R8.4時点適用対象物質及び裾切値一覧
109-74-0,ブタンニトリル（別名ブチロニトリル）,109-74-0,R8.4時点適用対象物質及び裾切値一覧
109-76-2,１，３－ジアミノプロパン,109-76-2,R8.4時点適用対象物質及び裾切値一覧
109-77-3,ジシアノメタン（別名マロノニトリル）,109-77-3,R8.4時点適用対象物質及び裾切値一覧
109-79-5,１－ブタンチオール,109-79-5,R8.4時点適用対象物質及び裾切値一覧
109-83-1,２－（メチルアミノ）エタノール,109-83-1,R8.4時点適用対象物質及び裾切値一覧
109-84-2,ヒドロキシエチルヒドラジン,109-84-2,R8.4時点適用対象物質及び裾切値一覧
109-86-4,エチレングリコールモノメチルエーテル（別名メチルセロソルブ）,109-86-4,R8.4時点適用対象物質及び裾切値一覧
109-87-5,メチラール,109-87-5,R8.4時点適用対象物質及び裾切値一覧
109-89-7,ジエチルアミン,109-89-7,R8.4時点適用対象物質及び裾切値一覧
109-92-2,エトキシエテン,109-92-2,R8.4時点適用対象物質及び裾切値一覧
109-94-4,ぎ酸エチル,109-94-4,R8.4時点適用対象物質及び裾切値一覧
109-97-7,ピロール,109-97-7,R8.4時点適用対象物質及び裾切値一覧
109-99-9,テトラヒドロフラン,109-99-9,R8.4時点適用対象物質及び裾切値一覧
110-00-9,フラン,110-00-9,R8.4時点適用対象物質及び裾切値一覧
110-01-0,テトラヒドロチオフェン,110-01-0,R8.4時点適用対象物質及び裾切値一覧
110-02-1,チオフェン,110-02-1,R8.4時点適用対象物質及び裾切値一覧
110-05-4,ジ－ターシャリ－ブチルペルオキシド,110-05-4,R8.4時点適用対象物質及び裾切値一覧
110-12-3,５－メチル－２－ヘキサノン,110-12-3,R8.4時点適用対象物質及び裾切値一覧
110-13-4,２，５－ヘキサンジオン（別名アセトニルアセトン）,110-13-4,R8.4時点適用対象物質及び裾切値一覧
110-16-7,マレイン酸,110-16-7,R8.4時点適用対象物質及び裾切値一覧
110-17-8,フマル酸,110-17-8,R8.4時点適用対象物質及び裾切値一覧
110-18-9,Ｎ，Ｎ，Ｎ’，Ｎ’－テトラメチルエチレンジアミン,110-18-9,R8.4時点適用対象物質及び裾切値一覧
110-19-0,酢酸ブチル,"123-86-4,110-19-0,540-88-5,105-46-4",R8.4時点適用対象物質及び裾切値一覧
110-25-8,２－［メチル－［（Ｚ）－オクタデカ－９－エノイル］アミノ］酢酸（別名オレオイルザルコシン）,110-25-8,R8.4時点適用対象物質及び裾切値一覧
110-26-9,Ｎ，Ｎ’－メチレンビスアクリルアミド,110-26-9,R9.4追加等対象物質及び裾切値一覧
110-42-9,デカン酸メチル,110-42-9,R8.4時点適用対象物質及び裾切値一覧
110-43-0,メチル－ノルマル－ペンチルケトン,110-43-0,R8.4時点適用対象物質及び裾切値一覧
110-45-2,ぎ酸イソペンチル,110-45-2,R8.4時点適用対象物質及び裾切値一覧
110-46-3,亜硝酸イソペンチル,110-46-3,R8.4時点適用対象物質及び裾切値一覧
110-49-6,エチレングリコールモノメチルエーテルアセテート,110-49-6,R8.4時点適用対象物質及び裾切値一覧
110-54-3,ヘキサン,110-54-3,R8.4時点適用対象物質及び裾切値一覧
110-62-3,１－ペンタナール,110-62-3,R8.4時点適用対象物質及び裾切値一覧
110-64-5,ブタ－２－エン－１，４－ジオール,110-64-5,R8.4時点適用対象物質及び裾切値一覧
110-65-6,ブタ－２－イン－１，４－ジオール,110-65-6,R8.4時点適用対象物質及び裾切値一覧
110-71-4,１，２－ジメトキシエタン,110-71-4,R8.4時点適用対象物質及び裾切値一覧
110-80-5,エチレングリコールモノエチルエーテル（別名セロソルブ）,110-80-5,R8.4時点適用対象物質及び裾切値一覧
110-81-6,ジエチルジスルファン,110-81-6,R8.4時点適用対象物質及び裾切値一覧
110-82-7,シクロヘキサン,110-82-7,R8.4時点適用対象物質及び裾切値一覧
110-83-8,シクロヘキセン,110-83-8,R8.4時点適用対象物質及び裾切値一覧
110-85-0,ピペラジン,110-85-0,R8.4時点適用対象物質及び裾切値一覧
110-86-1,ピリジン,110-86-1,R8.4時点適用対象物質及び裾切値一覧
110-87-2,３，４－ジヒドロ－２Ｈ－ピラン,110-87-2,R8.4時点適用対象物質及び裾切値一覧
110-88-3,１，３，５－トリオキサン,110-88-3,R8.4時点適用対象物質及び裾切値一覧
110-89-4,ピペリジン,110-89-4,R8.4時点適用対象物質及び裾切値一覧
110-91-8,モルホリン,110-91-8,R8.4時点適用対象物質及び裾切値一覧
110-93-0,６－メチル－５－ヘプテン－２－オン,110-93-0,R8.4時点適用対象物質及び裾切値一覧
110-96-3,ジイソブチルアミン,110-96-3,R8.4時点適用対象物質及び裾切値一覧
110-97-4,ジイソプロパノールアミン,110-97-4,R8.4時点適用対象物質及び裾切値一覧
110488-70-5,４－［３－（４－クロロフェニル）－３－（３，４－ジメトキシフェニル）アクリロイル］モルホリン（別名ジメトモルフ）,110488-70-5,R9.4追加等対象物質及び裾切値一覧
11054-70-9,ラサロシド,11054-70-9,R8.4時点適用対象物質及び裾切値一覧
11067-80-4,イソドデシルフェノール,11067-80-4,R9.4追加等対象物質及び裾切値一覧
11070-44-3,テトラヒドロメチル無水フタル酸,11070-44-3,R8.4時点適用対象物質及び裾切値一覧
110956-75-7,３－（４－クロロ－５－シクロペンチルオキシ－２－フルオロフェニル）－５－イソプロピリデン－１，３－オキサゾリジン－２，４－ジオン（別名ペントキサゾン）,110956-75-7,R8.4時点適用対象物質及び裾切値一覧
111-11-5,オクタン酸メチル,111-11-5,R8.4時点適用対象物質及び裾切値一覧
111-13-7,２－オクタノン,111-13-7,R8.4時点適用対象物質及び裾切値一覧
111-14-8,ヘプタン酸,111-14-8,R8.4時点適用対象物質及び裾切値一覧
111-15-9,エチレングリコールモノエチルエーテルアセテート（別名セロソルブアセテート）,111-15-9,R8.4時点適用対象物質及び裾切値一覧
111-17-1,３，３’－チオジプロピオン酸,111-17-1,R8.4時点適用対象物質及び裾切値一覧
111-18-2,Ｎ，Ｎ，Ｎ’，Ｎ’－テトラメチル－１，６－ヘキサメチレンジアミン,111-18-2,R8.4時点適用対象物質及び裾切値一覧
111-27-3,１－ヘキサノール,111-27-3,R8.4時点適用対象物質及び裾切値一覧
111-30-8,グルタルアルデヒド,111-30-8,R8.4時点適用対象物質及び裾切値一覧
